"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","Severity","CVSSv2","Build Coordinates","CPE Confidence","Evidence Count"
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2012-5887,,"The HTTP Digest Access Authentication implementation in Apache Tomcat 5.5.x before 5.5.36, 6.x before 6.0.36, and 7.x before 7.0.30 does not properly check for stale nonce values in conjunction with enforcement of proper credentials, which makes it easier for remote attackers to bypass intended access restrictions by sniffing the network for valid requests.",NVD,"Medium",5.0,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2013-0346,,"** DISPUTED ** Apache Tomcat 7.x uses world-readable permissions for the log directory and its files, which might allow local users to obtain sensitive information by reading a file.  NOTE: One Tomcat distributor has stated ""The tomcat log directory does not contain any sensitive information.""",NVD,"Low",2.1,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2013-2067,,"java/org/apache/catalina/authenticator/FormAuthenticator.java in the form authentication feature in Apache Tomcat 6.0.21 through 6.0.36 and 7.x before 7.0.33 does not properly handle the relationships between authentication requirements and sessions, which allows remote attackers to inject a request into a session by sending this request during completion of the login form, a variant of a session fixation attack.",NVD,"Medium",6.8,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2013-2071,,"java/org/apache/catalina/core/AsyncContextImpl.java in Apache Tomcat 7.x before 7.0.40 does not properly handle the throwing of a RuntimeException in an AsyncListener in an application, which allows context-dependent attackers to obtain sensitive request information intended for other applications in opportunistic circumstances via an application that records the requests that it processes.",NVD,"Low",2.6,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2013-2185,,"** DISPUTED ** The readObject method in the DiskFileItem class in Apache Tomcat and JBoss Web, as used in Red Hat JBoss Enterprise Application Platform 6.1.0 and Red Hat JBoss Portal 6.0.0, allows remote attackers to write to arbitrary files via a NULL byte in a file name in a serialized instance, a similar issue to CVE-2013-2186.  NOTE: this issue is reportedly disputed by the Apache Tomcat team, although Red Hat considers it a vulnerability. The dispute appears to regard whether it is the responsibility of applications to avoid providing untrusted data to be deserialized, or whether this class should inherently protect against this issue.",NVD,"High",7.5,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2013-4286,,"Apache Tomcat before 6.0.39, 7.x before 7.0.47, and 8.x before 8.0.0-RC3, when an HTTP connector or AJP connector is used, does not properly handle certain inconsistent HTTP request headers, which allows remote attackers to trigger incorrect identification of a request's length and conduct request-smuggling attacks via (1) multiple Content-Length headers or (2) a Content-Length header and a ""Transfer-Encoding: chunked"" header.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2005-2090.",NVD,"Medium",5.8,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2013-4322,,"Apache Tomcat before 6.0.39, 7.x before 7.0.50, and 8.x before 8.0.0-RC10 processes chunked transfer coding without properly handling (1) a large total amount of chunked data or (2) whitespace characters in an HTTP header value within a trailer field, which allows remote attackers to cause a denial of service by streaming data.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2012-3544.",NVD,"Medium",4.3,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2013-4444,,"Unrestricted file upload vulnerability in Apache Tomcat 7.x before 7.0.40, in certain situations involving outdated java.io.File code and a custom JMX configuration, allows remote attackers to execute arbitrary code by uploading and accessing a JSP file.",NVD,"Medium",6.8,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2013-4590,,"Apache Tomcat before 6.0.39, 7.x before 7.0.50, and 8.x before 8.0.0-RC10 allows attackers to obtain ""Tomcat internals"" information by leveraging the presence of an untrusted web application with a context.xml, web.xml, *.jspx, *.tagx, or *.tld XML document containing an external entity declaration in conjunction with an entity reference, related to an XML External Entity (XXE) issue.",NVD,"Medium",4.3,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2014-0050,,"MultipartStream.java in Apache Commons FileUpload before 1.3.1, as used in Apache Tomcat, JBoss Web, and other products, allows remote attackers to cause a denial of service (infinite loop and CPU consumption) via a crafted Content-Type header that bypasses a loop's intended exit conditions.",NVD,"High",7.5,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2014-0075,,"Integer overflow in the parseChunkHeader function in java/org/apache/coyote/http11/filters/ChunkedInputFilter.java in Apache Tomcat before 6.0.40, 7.x before 7.0.53, and 8.x before 8.0.4 allows remote attackers to cause a denial of service (resource consumption) via a malformed chunk size in chunked transfer coding of a request during the streaming of data.",NVD,"Medium",5.0,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2014-0096,,"java/org/apache/catalina/servlets/DefaultServlet.java in the default servlet in Apache Tomcat before 6.0.40, 7.x before 7.0.53, and 8.x before 8.0.4 does not properly restrict XSLT stylesheets, which allows remote attackers to bypass security-manager restrictions and read arbitrary files via a crafted web application that provides an XML external entity declaration in conjunction with an entity reference, related to an XML External Entity (XXE) issue.",NVD,"Medium",4.3,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2014-0099,,"Integer overflow in java/org/apache/tomcat/util/buf/Ascii.java in Apache Tomcat before 6.0.40, 7.x before 7.0.53, and 8.x before 8.0.4, when operated behind a reverse proxy, allows remote attackers to conduct HTTP request smuggling attacks via a crafted Content-Length HTTP header.",NVD,"Medium",4.3,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2014-0119,,"Apache Tomcat before 6.0.40, 7.x before 7.0.54, and 8.x before 8.0.6 does not properly constrain the class loader that accesses the XML parser used with an XSLT stylesheet, which allows remote attackers to (1) read arbitrary files via a crafted web application that provides an XML external entity declaration in conjunction with an entity reference, related to an XML External Entity (XXE) issue, or (2) read files associated with different web applications on a single Tomcat instance via a crafted web application.",NVD,"Medium",4.3,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2014-0227,,"java/org/apache/coyote/http11/filters/ChunkedInputFilter.java in Apache Tomcat 6.x before 6.0.42, 7.x before 7.0.55, and 8.x before 8.0.9 does not properly handle attempts to continue reading data after an error has occurred, which allows remote attackers to conduct HTTP request smuggling attacks or cause a denial of service (resource consumption) by streaming data with malformed chunked transfer coding.",NVD,"Medium",6.4,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2014-0230,,"Apache Tomcat 6.x before 6.0.44, 7.x before 7.0.55, and 8.x before 8.0.9 does not properly handle cases where an HTTP response occurs before finishing the reading of an entire request body, which allows remote attackers to cause a denial of service (thread consumption) via a series of aborted upload attempts.",NVD,"High",7.8,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2014-7810,,"The Expression Language (EL) implementation in Apache Tomcat 6.x before 6.0.44, 7.x before 7.0.58, and 8.x before 8.0.16 does not properly consider the possibility of an accessible interface implemented by an inaccessible class, which allows attackers to bypass a SecurityManager protection mechanism via a web application that leverages use of incorrect privileges during EL evaluation.",NVD,"Medium",5.0,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2015-5174,,"Directory traversal vulnerability in RequestUtil.java in Apache Tomcat 6.x before 6.0.45, 7.x before 7.0.65, and 8.x before 8.0.27 allows remote authenticated users to bypass intended SecurityManager restrictions and list a parent directory via a /.. (slash dot dot) in a pathname used by a web application in a getResource, getResourceAsStream, or getResourcePaths call, as demonstrated by the $CATALINA_BASE/webapps directory.",NVD,"Medium",4.0,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2015-5345,,"The Mapper component in Apache Tomcat 6.x before 6.0.45, 7.x before 7.0.68, 8.x before 8.0.30, and 9.x before 9.0.0.M2 processes redirects before considering security constraints and Filters, which allows remote attackers to determine the existence of a directory via a URL that lacks a trailing / (slash) character.",NVD,"Medium",5.0,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2015-5346,,"Session fixation vulnerability in Apache Tomcat 7.x before 7.0.66, 8.x before 8.0.30, and 9.x before 9.0.0.M2, when different session settings are used for deployments of multiple versions of the same web application, might allow remote attackers to hijack web sessions by leveraging use of a requestedSessionSSL field for an unintended request, related to CoyoteAdapter.java and Request.java.",NVD,"Medium",6.8,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2015-5351,,"The (1) Manager and (2) Host Manager applications in Apache Tomcat 7.x before 7.0.68, 8.x before 8.0.31, and 9.x before 9.0.0.M2 establish sessions and send CSRF tokens for arbitrary new requests, which allows remote attackers to bypass a CSRF protection mechanism by using a token.",NVD,"Medium",6.8,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2016-0706,,"Apache Tomcat 6.x before 6.0.45, 7.x before 7.0.68, 8.x before 8.0.31, and 9.x before 9.0.0.M2 does not place org.apache.catalina.manager.StatusManagerServlet on the org/apache/catalina/core/RestrictedServlets.properties list, which allows remote authenticated users to bypass intended SecurityManager restrictions and read arbitrary HTTP requests, and consequently discover session ID values, via a crafted web application.",NVD,"Medium",4.0,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2016-0714,,"The session-persistence implementation in Apache Tomcat 6.x before 6.0.45, 7.x before 7.0.68, 8.x before 8.0.31, and 9.x before 9.0.0.M2 mishandles session attributes, which allows remote authenticated users to bypass intended SecurityManager restrictions and execute arbitrary code in a privileged context via a web application that places a crafted object in a session.",NVD,"Medium",6.5,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2016-0762,,"The Realm implementations in Apache Tomcat versions 9.0.0.M1 to 9.0.0.M9, 8.5.0 to 8.5.4, 8.0.0.RC1 to 8.0.36, 7.0.0 to 7.0.70 and 6.0.0 to 6.0.45 did not process the supplied password if the supplied user name did not exist. This made a timing attack possible to determine valid user names. Note that the default configuration includes the LockOutRealm which makes exploitation of this vulnerability harder.",NVD,"Medium",4.3,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2016-0763,,"The setGlobalContext method in org/apache/naming/factory/ResourceLinkFactory.java in Apache Tomcat 7.x before 7.0.68, 8.x before 8.0.31, and 9.x before 9.0.0.M3 does not consider whether ResourceLinkFactory.setGlobalContext callers are authorized, which allows remote authenticated users to bypass intended SecurityManager restrictions and read or write to arbitrary application data, or cause a denial of service (application disruption), via a web application that sets a crafted global context.",NVD,"Medium",6.5,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2016-3092,,"The MultipartStream class in Apache Commons Fileupload before 1.3.2, as used in Apache Tomcat 7.x before 7.0.70, 8.x before 8.0.36, 8.5.x before 8.5.3, and 9.x before 9.0.0.M7 and other products, allows remote attackers to cause a denial of service (CPU consumption) via a long boundary string.",NVD,"High",7.8,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2016-5018,,"In Apache Tomcat 9.0.0.M1 to 9.0.0.M9, 8.5.0 to 8.5.4, 8.0.0.RC1 to 8.0.36, 7.0.0 to 7.0.70 and 6.0.0 to 6.0.45 a malicious web application was able to bypass a configured SecurityManager via a Tomcat utility method that was accessible to web applications.",NVD,"Medium",5.0,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
